Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0992,45.29,13.15,3.59,2.11,1.28,0.27,34.86,69.52,20.19,5.5,3.24,1.0658,2.3081,1.6986,1424.9,201.8,1080.5,916.8,14.02,1.484,80.79,5.0,9.1,9.86,3206.9,2.83,0.525,35.29,51.88,73.19
BATCH_0993,44.17,13.76,2.86,1.96,1.26,0.4,35.07,68.03,21.19,4.41,3.02,1.0215,2.8514,1.4581,1390.8,201.3,1110.4,864.2,14.8,1.547,73.91,5.01,6.57,9.2,3726.5,2.89,0.493,34.4,56.08,72.43
BATCH_0994,43.34,13.79,4.08,1.97,1.26,0.47,35.06,66.75,21.23,6.29,3.03,0.9678,2.2799,2.0753,1399.2,175.6,1045.7,939.7,13.26,0.904,58.05,17.08,11.53,9.22,3778.7,2.24,0.459,34.39,54.5,71.42
BATCH_0995,42.26,12.89,3.41,2.25,1.32,0.53,36.29,66.33,20.23,5.35,3.53,1.0149,2.2766,1.5136,1421.3,199.9,1052.1,876.8,11.73,1.03,68.72,6.15,8.2,10.76,3887.8,2.89,0.457,36.33,56.52,73.15
BATCH_0996,42.86,13.7,2.96,1.92,1.56,0.29,34.59,65.53,20.95,4.53,2.94,0.9928,2.8031,1.5415,1408.8,195.2,1082.4,953.1,11.61,0.88,68.05,8.72,7.04,8.95,3201.3,3.19,0.446,34.6,53.19,74.72
BATCH_0997,44.87,14.14,3.39,2.0,1.21,0.48,35.41,69.47,21.9,5.25,3.1,0.9976,2.6235,1.6938,1377.9,177.5,1037.5,925.0,9.62,0.68,71.8,8.63,8.67,9.43,3385.0,2.98,0.464,37.16,59.61,74.6
BATCH_0998,42.38,12.87,3.44,1.77,1.64,0.31,35.75,65.96,20.04,5.36,2.76,1.0254,2.47,1.9432,1381.4,183.7,1048.1,891.7,13.03,0.94,71.11,5.0,9.53,8.39,4010.6,2.81,0.441,37.32,61.1,78.27
BATCH_0999,43.66,14.0,3.35,2.22,1.63,0.48,35.26,67.43,21.62,5.18,3.43,0.9776,2.5108,1.5092,1418.2,185.3,1096.6,890.2,12.42,0.881,64.84,13.06,7.92,10.44,3175.5,3.03,0.508,32.21,53.76,69.48
BATCH_1000,43.5,14.0,2.85,1.89,1.59,0.34,34.66,66.57,21.43,4.36,2.89,0.9918,2.9562,1.5048,1402.7,194.5,1047.5,930.8,12.56,1.139,68.59,9.7,6.64,8.81,3470.4,2.63,0.448,34.77,54.7,75.59
BATCH_1001,42.44,13.7,2.97,1.82,1.48,0.45,34.77,65.07,21.01,4.56,2.8,0.9841,2.856,1.6312,1479.5,173.5,1005.5,952.6,13.89,0.722,65.69,10.68,7.35,8.51,3967.8,3.25,0.451,37.85,57.37,77.89
BATCH_1002,41.7,14.61,3.12,2.36,1.15,0.51,34.75,63.91,22.38,4.77,3.61,0.9033,2.6685,1.3209,1402.7,160.7,1181.4,964.3,12.82,0.662,47.91,28.04,6.54,11.0,3709.9,2.86,0.456,29.2,56.14,78.63
BATCH_1003,42.1,13.32,3.25,1.84,1.1,0.43,35.65,65.43,20.69,5.06,2.86,0.9933,2.6136,1.7673,1455.2,193.7,1097.0,909.0,12.58,0.972,65.17,10.16,8.56,8.71,3285.8,2.57,0.469,32.88,53.71,70.97
BATCH_1004,43.17,13.75,2.64,2.4,1.2,0.3,36.06,67.52,21.51,4.12,3.76,0.9986,2.7276,1.097,1408.5,178.4,1172.9,930.8,13.35,1.069,72.62,6.88,4.57,11.44,3657.9,2.89,0.422,35.49,59.58,83.68
BATCH_1005,43.68,13.16,3.86,1.94,1.32,0.25,35.72,67.95,20.47,6.0,3.02,1.022,2.2686,1.9879,1432.8,175.8,1022.8,917.3,12.64,0.838,71.88,5.0,10.8,9.19,3144.8,2.89,0.442,37.5,55.81,74.94
BATCH_1006,44.19,14.0,3.14,1.98,1.56,0.53,36.48,69.56,22.04,4.94,3.12,0.9984,2.735,1.5828,1401.4,163.0,1134.7,862.1,10.54,0.533,73.5,7.74,7.81,9.49,3496.1,2.4,0.422,36.37,60.76,76.12
BATCH_1007,42.59,13.77,3.79,1.86,1.02,0.35,35.87,66.41,21.47,5.91,2.9,0.9611,2.4365,2.0365,1417.1,168.0,1148.8,928.4,11.59,0.531,59.61,16.59,10.75,8.83,3413.4,3.05,0.466,32.35,56.74,72.96
BATCH_1008,43.98,12.37,3.13,1.88,1.43,0.36,35.74,68.44,19.25,4.87,2.92,1.1104,2.4712,1.6634,1440.7,179.7,1005.2,881.3,12.51,1.152,89.18,5.0,7.94,8.9,3248.6,2.34,0.482,37.21,58.92,78.87
BATCH_1009,43.28,12.62,3.22,2.23,1.43,0.36,34.82,66.4,19.36,4.94,3.42,1.065,2.3159,1.4436,1421.4,178.9,1137.9,970.2,11.88,1.085,79.15,5.0,7.3,10.41,3433.1,2.93,0.494,36.04,58.29,74.91
BATCH_1010,42.55,13.78,3.0,2.14,1.29,0.33,34.68,65.13,21.09,4.59,3.28,0.9766,2.6812,1.3991,1396.2,187.5,1095.2,902.9,12.89,1.025,63.76,12.37,6.61,9.98,3881.6,2.51,0.474,32.08,54.93,70.81
BATCH_1011,43.29,14.76,3.16,2.15,1.52,0.26,36.04,67.68,23.08,4.94,3.36,0.9305,2.7805,1.4672,1403.0,181.9,1020.2,974.8,13.63,1.023,56.81,23.31,7.39,10.24,3930.0,3.02,0.473,30.41,54.78,74.79
BATCH_1012,43.32,14.12,3.5,1.82,1.66,0.57,35.62,67.28,21.94,5.43,2.83,0.9642,2.6571,1.9203,1434.4,164.4,1083.6,918.1,12.91,0.591,61.72,16.33,9.6,8.6,3670.3,2.77,0.488,33.56,55.48,73.38
BATCH_1013,44.46,14.08,3.62,2.44,1.38,0.49,35.64,69.08,21.88,5.62,3.79,0.9801,2.3243,1.4809,1399.8,173.0,1178.6,890.4,12.79,0.787,66.38,12.66,8.47,11.55,3436.1,2.65,0.523,33.53,55.25,68.18
BATCH_1014,43.03,14.1,2.94,2.12,1.43,0.42,34.7,65.89,21.6,4.51,3.24,0.9691,2.7867,1.3896,1422.8,185.2,1209.6,1022.5,11.54,0.424,65.61,12.42,6.46,9.87,3748.9,2.86,0.512,34.06,55.45,75.62
BATCH_1015,42.49,15.03,3.14,1.96,1.57,0.45,35.19,65.56,23.19,4.84,3.02,0.9017,2.9493,1.6026,1451.4,208.7,1070.7,988.8,15.32,0.928,48.04,30.25,7.72,9.19,3432.1,2.81,0.474,30.49,50.58,72.66
BATCH_1016,43.27,13.33,3.51,2.13,1.21,0.48,35.62,67.22,20.71,5.46,3.31,1.008,2.3623,1.6502,1426.3,194.3,1042.6,934.8,13.66,1.072,68.35,7.81,8.87,10.07,3285.2,2.79,0.517,34.2,52.13,66.76
BATCH_1017,42.8,13.06,3.29,2.08,1.27,0.61,34.84,65.69,20.04,5.05,3.18,1.0226,2.4322,1.5868,1334.9,167.0,1071.2,865.7,15.89,1.973,65.93,7.71,8.0,9.69,3428.9,3.18,0.498,33.39,50.96,68.08
BATCH_1018,43.63,14.46,3.0,2.15,1.02,0.47,36.3,68.49,22.7,4.72,3.37,0.9589,2.8063,1.3985,1488.4,161.3,1095.4,955.2,12.55,0.3,66.44,14.97,6.79,10.26,3502.3,2.67,0.477,34.33,55.01,75.76
BATCH_1019,42.96,14.78,3.05,1.96,1.28,0.38,35.37,66.46,22.86,4.72,3.04,0.9276,2.9475,1.5528,1482.7,201.1,1092.8,894.3,9.86,0.3,57.89,21.88,7.36,9.25,3106.4,3.02,0.52,29.24,52.42,68.67
BATCH_1020,44.18,13.24,2.84,2.64,1.61,0.46,35.51,68.51,20.53,4.41,4.1,1.0468,2.4153,1.0755,1422.6,184.1,1025.9,926.3,12.61,0.96,81.45,5.0,4.74,12.46,3465.4,3.25,0.476,38.96,55.95,75.95
BATCH_1021,44.37,13.0,3.37,2.5,1.17,0.38,35.27,68.54,20.08,5.21,3.87,1.0546,2.2114,1.3484,1467.3,173.8,1116.6,945.6,12.76,0.694,81.4,5.0,7.27,11.77,3404.8,2.47,0.498,36.45,60.67,79.44
BATCH_1022,42.91,12.88,3.62,2.37,1.27,0.49,35.84,66.87,20.07,5.64,3.7,1.0231,2.1475,1.5254,1408.4,202.5,1074.3,999.1,13.68,1.645,67.64,6.5,8.7,11.26,3484.1,2.92,0.451,35.07,55.61,75.35
BATCH_1023,43.89,14.12,3.37,1.86,1.63,0.43,36.19,68.78,22.12,5.29,2.92,0.9799,2.6965,1.8141,1403.4,178.1,1118.1,927.2,13.4,1.248,65.17,14.26,9.08,8.87,3340.8,3.03,0.477,34.36,56.9,72.74
BATCH_1024,43.69,13.91,3.37,2.27,1.25,0.43,36.06,68.32,21.75,5.26,3.56,0.9828,2.4661,1.4801,1413.6,163.6,1135.9,897.4,10.25,0.471,68.59,10.61,7.93,10.82,3400.3,3.11,0.485,36.26,54.98,75.42
BATCH_1025,43.79,13.86,3.25,2.08,1.53,0.48,35.52,67.91,21.49,5.04,3.23,0.994,2.5981,1.5625,1436.9,199.8,1064.0,896.3,13.11,1.137,67.89,10.39,7.9,9.82,3729.2,2.41,0.444,35.34,54.64,76.14
BATCH_1026,45.37,13.27,3.17,1.99,1.5,0.35,34.69,69.47,20.32,4.85,3.05,1.0739,2.5728,1.5886,1380.1,177.1,1085.0,896.3,11.69,1.472,83.98,5.0,7.68,9.28,3520.1,2.46,0.466,38.24,58.33,81.38
BATCH_1027,44.28,14.39,2.76,2.34,0.93,0.46,34.52,67.62,21.97,4.21,3.57,0.9813,2.8219,1.1796,1444.6,205.3,1111.4,893.4,10.99,1.056,68.56,11.28,5.12,10.87,4024.3,2.67,0.481,36.37,58.2,75.59
BATCH_1028,42.52,13.01,3.34,2.03,1.51,0.33,34.96,65.38,20.0,5.13,3.12,1.0187,2.4229,1.6458,1469.6,195.0,1114.8,911.5,13.78,0.986,69.76,5.0,8.33,9.49,3659.6,3.11,0.523,32.79,52.54,68.9
BATCH_1029,43.12,12.9,3.53,2.0,1.19,0.47,35.48,66.83,19.99,5.47,3.09,1.0352,2.333,1.769,1418.5,187.8,1094.3,966.3,11.9,0.827,73.5,5.0,9.27,9.42,3326.4,2.93,0.46,37.94,55.23,75.79
BATCH_1030,44.72,13.2,2.8,2.29,1.28,0.4,36.09,69.97,20.66,4.38,3.58,1.0695,2.5955,1.2209,1408.7,160.3,1096.2,970.6,14.0,1.16,86.81,5.0,5.53,10.91,3878.1,2.48,0.47,40.1,62.6,81.51
BATCH_1031,45.06,13.19,3.11,2.24,1.4,0.34,35.3,69.64,20.38,4.81,3.46,1.07,2.4644,1.3901,1414.8,170.9,1087.3,935.6,10.94,1.114,85.32,5.0,6.89,10.53,3618.2,2.62,0.471,40.37,62.78,80.54
BATCH_1032,43.76,13.31,3.71,2.1,1.18,0.4,36.08,68.46,20.83,5.8,3.29,1.0156,2.292,1.7623,1409.0,221.7,1152.5,922.0,12.33,1.574,68.58,7.97,9.8,10.01,3849.7,1.93,0.499,35.02,53.52,73.87
BATCH_1033,44.51,14.6,2.83,2.17,1.39,0.38,35.56,69.08,22.65,4.39,3.36,0.9746,2.9218,1.3074,1396.2,178.3,1073.7,962.6,12.46,0.849,69.61,12.43,5.96,10.22,3593.7,2.76,0.474,35.18,56.3,74.55
BATCH_1034,43.07,12.99,3.4,1.79,1.6,0.36,35.5,66.77,20.14,5.27,2.77,1.0349,2.5057,1.9005,1401.0,184.4,1056.7,931.1,11.4,1.01,73.69,5.0,9.27,8.43,3701.3,2.46,0.442,38.24,59.02,76.89
BATCH_1035,43.4,13.21,3.22,2.17,1.38,0.46,34.69,66.45,20.23,4.92,3.32,1.0268,2.4529,1.4817,1420.0,137.0,1052.0,977.3,13.28,0.3,75.69,5.0,7.43,10.11,3222.5,3.02,0.463,33.3,59.24,76.5
BATCH_1036,42.78,14.2,3.02,1.9,1.63,0.38,35.98,66.82,22.18,4.72,2.97,0.9587,2.8865,1.5872,1438.1,186.2,1131.9,857.7,11.62,0.614,63.3,15.85,7.47,9.04,3392.1,2.93,0.516,33.51,53.02,72.2
BATCH_1037,43.9,14.52,3.68,1.99,1.56,0.54,36.07,68.66,22.71,5.76,3.11,0.9466,2.5599,1.8494,1411.5,201.1,1107.9,879.3,11.44,0.701,58.49,21.0,9.99,9.48,3590.3,2.75,0.486,34.63,55.43,74.0
BATCH_1038,40.96,13.45,3.46,2.19,1.28,0.4,35.08,63.1,20.72,5.32,3.37,0.9476,2.382,1.5787,1382.4,180.0,1246.5,993.8,12.58,1.0,52.99,19.42,8.4,10.26,3355.1,2.56,0.491,28.71,51.78,71.17
BATCH_1039,43.81,14.56,3.23,2.19,1.22,0.25,34.58,66.97,22.25,4.93,3.35,0.9512,2.6855,1.4704,1439.4,167.9,1053.8,945.7,12.28,0.535,62.33,16.78,7.39,10.21,3279.2,2.53,0.529,30.19,52.19,70.94
BATCH_1040,42.12,13.83,3.22,2.07,1.34,0.57,35.87,65.69,21.57,5.02,3.23,0.9587,2.6149,1.5548,1434.9,209.6,1163.4,988.1,10.89,0.946,58.76,17.52,7.84,9.83,3492.1,2.3,0.525,30.06,50.11,68.81
BATCH_1041,43.83,13.28,3.75,2.05,1.59,0.38,35.0,67.43,20.44,5.77,3.15,1.0187,2.2903,1.8324,1420.9,196.9,1111.5,979.8,11.33,0.847,70.8,5.18,9.97,9.59,3162.7,3.18,0.507,33.86,54.18,71.51
BATCH_1042,40.96,13.4,2.97,2.04,1.03,0.44,35.05,63.06,20.63,4.57,3.15,0.9657,2.6726,1.4535,1375.4,197.0,1068.9,916.2,12.51,1.277,57.57,15.72,6.79,9.57,3609.3,2.67,0.49,30.95,50.37,70.21
BATCH_1043,43.56,14.69,3.11,2.21,1.51,0.36,35.82,67.87,22.89,4.84,3.44,0.9408,2.7636,1.4046,1452.8,174.2,1122.7,910.4,12.57,0.613,60.8,19.76,6.99,10.48,3113.3,2.99,0.501,29.68,52.49,69.56
BATCH_1044,43.24,13.22,3.67,2.2,1.25,0.3,35.77,67.32,20.59,5.71,3.43,1.0089,2.2529,1.6679,1430.8,180.7,1141.6,941.9,12.1,0.769,69.86,6.32,9.34,10.42,3560.0,2.63,0.476,35.94,55.07,74.5
BATCH_1045,44.24,13.38,3.13,2.03,1.72,0.47,34.76,67.82,20.51,4.79,3.11,1.0401,2.5956,1.5411,1387.3,186.0,1049.4,930.4,14.55,1.166,76.77,5.0,7.44,9.46,3347.9,2.85,0.468,36.11,56.8,71.26
BATCH_1046,42.41,13.97,3.18,2.49,1.58,0.43,34.97,65.21,21.48,4.89,3.83,0.9519,2.463,1.2783,1410.7,205.1,1098.5,933.3,12.56,1.01,57.89,17.92,6.49,11.65,3609.1,2.21,0.434,32.58,56.91,74.54
BATCH_1047,41.9,13.36,3.37,2.26,1.38,0.41,35.03,64.49,20.57,5.19,3.48,0.9759,2.3727,1.4901,1424.2,161.5,1096.3,929.7,12.37,0.325,63.25,11.26,7.86,10.59,3983.9,2.47,0.482,35.78,56.16,75.46
BATCH_1048,44.1,13.73,3.67,1.9,1.25,0.32,35.76,68.64,21.37,5.72,2.96,1.0003,2.4619,1.929,1368.1,165.9,1105.2,891.5,6.72,0.782,69.81,8.6,10.13,9.02,3179.0,2.98,0.481,37.33,56.83,71.33
BATCH_1049,44.17,13.6,3.22,2.26,1.64,0.31,35.96,68.97,21.24,5.03,3.54,1.0173,2.4794,1.4228,1427.4,189.7,1107.4,895.1,12.5,1.1,74.66,5.0,7.35,10.76,3409.8,2.44,0.542,33.93,55.24,70.5
BATCH_1050,43.37,13.94,2.99,2.49,1.27,0.23,35.56,67.3,21.63,4.64,3.87,0.9806,2.542,1.1983,1450.1,178.3,1084.8,898.2,15.31,0.93,68.11,10.62,5.74,11.78,3737.4,2.85,0.488,35.57,55.2,71.22
BATCH_1051,43.75,15.24,2.7,1.9,1.51,0.62,35.89,68.24,23.76,4.21,2.96,0.9283,3.3172,1.4223,1395.1,216.5,1106.6,841.3,14.89,1.356,56.44,25.55,6.14,9.0,3712.1,2.3,0.457,29.04,52.34,75.6
BATCH_1052,42.75,14.5,3.59,1.82,1.6,0.48,34.89,65.66,22.27,5.51,2.8,0.9277,2.6808,1.9704,1474.4,185.8,1097.8,965.8,13.55,0.872,51.4,25.07,9.87,8.51,3839.7,2.85,0.445,31.9,53.55,75.3
BATCH_1053,43.41,14.28,3.13,2.15,1.44,0.48,35.5,67.3,22.14,4.86,3.33,0.9616,2.704,1.4607,1423.1,175.3,1139.9,926.3,9.3,0.414,64.48,14.83,7.25,10.12,3470.7,2.84,0.481,31.22,53.37,72.56
BATCH_1054,44.12,13.84,3.15,2.25,1.29,0.37,36.16,69.11,21.67,4.94,3.53,1.0031,2.5611,1.3997,1443.5,179.5,1195.4,947.8,13.44,0.844,73.34,6.81,7.11,10.73,3818.7,2.7,0.488,35.27,59.37,76.15
BATCH_1055,42.69,13.42,3.21,1.99,1.64,0.41,34.51,65.18,20.5,4.9,3.04,0.9989,2.5796,1.6129,1421.9,189.6,1108.0,932.2,12.89,1.003,66.42,8.66,7.85,9.25,3374.4,3.33,0.453,35.85,55.1,70.9
BATCH_1056,42.39,14.25,2.84,1.93,1.38,0.34,36.15,66.39,22.32,4.45,3.03,0.9511,2.9869,1.4694,1451.1,184.3,1188.3,910.1,12.32,0.778,61.72,17.44,6.66,9.21,3577.3,3.25,0.496,29.15,55.96,74.68
BATCH_1057,43.96,13.89,3.38,1.9,1.33,0.39,35.21,67.85,21.44,5.21,2.93,0.9952,2.6343,1.7798,1458.5,171.8,1098.7,977.6,16.29,0.756,69.32,9.17,8.85,8.91,3635.0,2.35,0.48,35.39,58.84,72.51
BATCH_1058,43.85,13.0,3.58,2.24,1.38,0.2,35.78,68.27,20.24,5.57,3.5,1.0403,2.2325,1.5938,1453.4,171.1,1117.3,922.7,14.81,0.918,77.08,5.0,8.85,10.64,3596.2,3.27,0.46,39.0,59.09,75.21
BATCH_1059,45.26,13.81,2.91,2.16,1.71,0.32,36.39,71.15,21.71,4.58,3.4,1.0389,2.7191,1.346,1390.4,177.2,1067.7,866.0,10.19,1.036,83.39,5.0,6.38,10.35,3778.8,2.59,0.478,38.92,59.52,81.25
BATCH_1060,44.14,14.16,3.24,1.99,1.03,0.42,36.36,69.35,22.24,5.09,3.13,0.9849,2.7093,1.6271,1438.6,156.4,1038.3,930.1,13.01,0.408,71.08,10.15,8.19,9.51,3456.5,2.25,0.521,33.23,56.89,73.6
BATCH_1061,42.41,14.32,4.09,2.2,1.33,0.2,35.2,65.45,22.1,6.31,3.39,0.9134,2.279,1.8585,1444.3,165.2,1062.2,957.3,11.79,0.355,48.96,26.43,10.97,10.32,3787.4,2.59,0.441,33.64,57.35,75.27
BATCH_1062,44.31,13.06,2.75,2.57,1.36,0.43,34.92,68.08,20.06,4.23,3.95,1.0669,2.4549,1.0711,1395.8,187.3,1148.0,932.0,15.11,1.505,82.65,5.0,4.52,12.01,3534.3,2.87,0.494,35.97,55.78,76.36
BATCH_1063,42.78,13.63,2.97,2.1,1.34,0.25,34.75,65.56,20.89,4.55,3.23,0.9927,2.6867,1.4101,1511.0,164.4,1093.3,922.4,11.7,0.3,70.65,6.59,6.6,9.82,3395.4,3.02,0.479,35.81,58.05,72.82
BATCH_1064,43.78,13.9,3.59,2.03,1.62,0.36,35.93,68.32,21.69,5.6,3.17,0.9829,2.47,1.7653,1389.2,164.9,1046.8,946.4,11.39,0.648,66.9,11.71,9.48,9.66,3778.4,2.9,0.509,35.89,55.49,74.47
BATCH_1065,41.47,14.16,3.15,1.8,1.18,0.56,34.7,63.5,21.69,4.82,2.75,0.9297,2.8648,1.7485,1442.1,192.0,1147.9,865.7,12.87,0.902,51.26,23.52,8.1,8.38,3499.3,3.21,0.462,30.26,53.06,73.13
BATCH_1066,41.86,13.41,2.6,2.41,1.35,0.62,34.87,64.27,20.59,3.99,3.7,0.9912,2.6751,1.0782,1448.1,186.7,1070.7,878.1,13.28,0.835,66.98,8.49,4.31,11.27,3265.2,2.34,0.451,34.53,56.73,71.7
BATCH_1067,44.18,14.42,2.83,1.98,1.37,0.48,34.62,67.57,22.05,4.33,3.02,0.9806,2.9966,1.4331,1411.2,181.2,1162.5,906.5,14.71,0.851,68.49,11.55,6.37,9.2,3501.8,2.39,0.484,34.59,55.19,72.86
BATCH_1068,42.89,13.76,2.4,1.88,1.24,0.49,35.74,66.74,21.41,3.73,2.93,1.0062,3.2134,1.2738,1395.3,167.7,1140.9,855.3,9.39,0.655,74.87,5.0,4.93,8.92,3238.1,2.38,0.497,34.9,55.84,73.92
BATCH_1069,41.75,14.02,3.41,2.26,1.34,0.28,35.31,64.54,21.67,5.27,3.5,0.9318,2.4714,1.5047,1472.5,173.3,1176.5,934.7,11.77,0.339,55.08,20.57,8.03,10.65,3887.7,2.82,0.458,31.3,55.56,77.33
BATCH_1070,42.98,13.7,3.28,1.98,0.82,0.52,34.5,65.61,20.92,5.01,3.03,0.9857,2.602,1.6546,1482.8,170.8,1046.7,914.5,12.22,0.524,65.72,10.41,8.16,9.22,3613.7,2.56,0.44,36.71,58.11,77.39
BATCH_1071,43.65,13.75,3.37,1.77,1.62,0.32,35.8,67.99,21.42,5.25,2.76,0.9991,2.6734,1.8975,1410.2,199.8,1154.9,855.2,11.08,1.148,68.78,9.51,9.22,8.41,3165.1,3.23,0.484,35.12,52.88,69.77
BATCH_1072,43.47,13.67,3.29,1.92,1.5,0.27,35.29,67.18,21.13,5.09,2.97,0.9997,2.6227,1.7136,1391.0,176.4,1187.1,951.4,14.12,1.39,67.63,9.56,8.46,9.03,4500.7,2.81,0.523,37.31,58.96,78.35
BATCH_1073,42.59,13.31,3.24,2.14,1.08,0.43,34.81,65.33,20.41,4.96,3.28,1.0013,2.4752,1.5128,1411.2,201.0,1158.1,885.8,14.47,1.416,65.11,9.4,7.6,9.99,3545.4,2.65,0.446,32.09,51.68,72.02
BATCH_1074,44.43,13.34,3.7,2.32,1.27,0.29,35.39,68.77,20.64,5.72,3.59,1.0263,2.2162,1.5912,1413.2,178.4,1117.3,888.9,13.62,1.151,73.52,5.0,9.08,10.94,3514.9,2.59,0.474,35.15,56.78,73.72
BATCH_1075,44.12,13.85,2.85,2.07,1.3,0.48,35.95,68.87,21.63,4.45,3.23,1.013,2.8171,1.3797,1473.4,203.3,1144.3,882.6,14.6,1.099,74.92,5.49,6.34,9.82,3393.8,3.06,0.473,32.63,54.56,73.37
BATCH_1076,44.75,13.64,3.25,2.35,0.93,0.35,34.75,68.58,20.9,4.98,3.6,1.0262,2.4346,1.3844,1406.5,175.0,1091.3,977.9,13.51,1.251,75.13,5.0,7.12,10.95,3611.8,2.38,0.418,35.48,59.47,77.12
BATCH_1077,42.84,12.81,3.2,2.55,1.45,0.38,36.13,67.06,20.06,5.02,3.99,1.0353,2.2272,1.2571,1321.1,163.4,1093.3,923.7,13.01,1.609,72.93,5.0,6.54,12.14,3373.6,2.81,0.465,32.75,53.12,72.4
BATCH_1078,42.55,11.88,3.05,2.11,1.37,0.6,35.45,65.92,18.41,4.73,3.27,1.111,2.3028,1.448,1440.1,188.0,1017.8,905.4,11.77,1.05,85.12,5.0,7.0,9.94,3400.0,2.26,0.442,40.07,61.44,79.44
BATCH_1079,43.69,13.8,2.66,2.11,1.52,0.3,36.21,68.49,21.63,4.17,3.3,1.0112,2.8938,1.2644,1501.3,192.2,1141.0,957.1,9.0,0.408,78.62,5.0,5.48,10.05,4169.0,3.03,0.472,38.07,60.12,78.45
BATCH_1080,42.94,13.63,3.45,2.05,1.32,0.27,34.68,65.74,20.86,5.28,3.13,0.9844,2.48,1.6843,1455.9,169.9,1045.6,928.5,11.35,0.375,66.46,9.67,8.68,9.54,3664.6,2.7,0.549,33.71,55.14,67.51
BATCH_1081,44.14,13.01,3.31,1.89,1.63,0.24,35.02,67.93,20.01,5.09,2.91,1.0609,2.5031,1.7481,1388.8,182.0,1135.6,923.7,13.24,1.291,79.8,5.0,8.56,8.85,3327.2,3.24,0.495,35.69,54.86,76.61
BATCH_1082,42.75,14.41,2.72,1.86,1.43,0.39,35.39,66.17,22.3,4.22,2.89,0.9539,3.139,1.4613,1440.8,161.6,1083.8,967.8,10.71,0.534,63.57,15.97,6.29,8.78,3333.1,3.05,0.469,31.15,54.03,74.71
BATCH_1083,41.13,13.78,2.83,2.35,1.66,0.32,36.23,64.51,21.6,4.43,3.69,0.9456,2.6587,1.201,1385.4,170.6,1126.6,941.5,17.61,1.214,56.98,18.95,5.5,11.23,3622.8,3.38,0.489,28.52,52.38,72.0
BATCH_1084,42.09,13.27,3.1,2.31,1.25,0.45,36.26,66.03,20.82,4.87,3.63,0.9932,2.4495,1.3418,1430.6,203.8,1097.9,849.8,13.47,1.463,64.77,10.82,6.76,11.04,3778.1,2.56,0.448,32.63,58.23,72.82
BATCH_1085,42.93,13.18,3.74,2.01,1.58,0.35,36.36,67.46,20.7,5.87,3.16,1.0057,2.2931,1.8594,1443.8,180.8,1101.4,886.9,13.29,1.07,67.36,8.54,10.22,9.61,3341.4,2.55,0.568,30.89,50.64,69.51
BATCH_1086,41.11,14.26,3.01,2.01,1.5,0.35,35.38,63.61,22.07,4.66,3.11,0.9164,2.8392,1.5004,1439.1,181.4,1095.8,857.1,11.27,0.612,51.41,24.49,7.1,9.46,3429.5,3.16,0.55,28.45,51.76,69.41
BATCH_1087,43.13,13.35,2.82,2.3,1.25,0.36,35.82,67.21,20.8,4.4,3.59,1.0206,2.6046,1.2269,1427.8,179.4,1113.2,847.7,12.15,1.021,75.07,5.0,5.59,10.91,3492.0,2.54,0.509,33.75,55.34,71.82
BATCH_1088,41.86,13.8,2.89,2.18,1.5,0.28,36.06,65.47,21.58,4.52,3.41,0.9617,2.7205,1.3265,1453.9,215.1,1141.7,913.5,12.03,0.868,62.43,14.77,6.22,10.38,3409.8,2.88,0.446,30.25,54.85,73.38
BATCH_1089,42.34,13.61,3.65,2.24,1.07,0.39,34.94,65.08,20.91,5.61,3.45,0.9637,2.3098,1.628,1445.2,213.4,1083.0,872.6,12.98,1.011,57.57,16.53,9.03,10.48,3715.8,3.01,0.49,32.82,55.95,70.97
BATCH_1090,42.75,13.19,2.86,1.93,1.44,0.19,35.67,66.45,20.5,4.44,2.99,1.0274,2.7554,1.4842,1435.4,189.7,1010.1,880.8,12.62,0.992,75.72,5.0,6.71,9.11,3729.9,2.76,0.518,35.2,55.05,71.77
BATCH_1091,43.2,13.87,3.11,2.38,1.16,0.36,35.69,67.18,21.57,4.84,3.7,0.9794,2.5278,1.3084,1390.3,195.4,1048.6,846.7,13.15,1.21,65.3,12.57,6.56,11.25,3860.1,3.04,0.479,31.98,53.76,70.8
BATCH_1092,44.23,13.62,3.25,1.87,1.18,0.47,36.06,69.17,21.3,5.09,2.93,1.0227,2.6568,1.7369,1450.9,180.4,1038.6,921.8,14.39,1.216,74.32,5.0,8.52,8.91,3520.8,2.3,0.505,34.93,57.09,72.8
BATCH_1093,43.13,13.27,3.06,2.2,1.35,0.34,35.55,66.92,20.6,4.74,3.41,1.0205,2.5246,1.39,1365.5,166.6,1080.1,896.7,11.04,1.287,72.43,5.0,6.8,10.39,3750.1,3.46,0.432,36.86,57.09,75.62
